#{"t_start": 1767430297.9513621, "env_id": "None"}
r,l,t
-7038.3,2000,1376.661695
-6092.65,2000,1386.047242
2174.4,2000,1395.426126
2970.65,2000,1404.462596
2563.75,2000,1420.967342
-6849.9,2000,1430.01833
-594.35,2000,1439.117588
-5679.7,2000,1448.373331
1322.25,2000,1457.456693
-329.45,2000,1473.427464
1742.1,2000,1482.56963
-6854.35,2000,1491.520567
-6944.5,2000,1500.561868
627.05,2000,1509.715072
-2155.3,2000,1525.577473
-6355.3,2000,1534.628745
-7012.7,2000,1543.758402
-7036.75,2000,1552.750637
1152.95,2000,1561.654375
-1272.6,2000,1578.001888
-438.0,2000,1586.966108
1235.15,2000,1596.246918
-458.3,2000,1605.62739
-6190.0,2000,1614.666595
-7102.65,2000,1630.988171
-368.0,2000,1639.889162
-371.2,2000,1648.759152
-62.05,2000,1658.084144
-6031.45,2000,1667.26134
-7717.45,2000,1683.201655
2416.8,2000,1692.420437
488.0,2000,1701.471971
354.6,2000,1710.636657
-6796.0,2000,1720.024179
-392.6,2000,1735.856177
-6459.4,2000,1744.836414
2779.75,2000,1754.055111
-7355.95,2000,1763.107889
-7100.6,2000,1772.236908
-6589.9,2000,1783.146185
-318.2,2000,1792.188329
2815.0,2000,1801.134091
-6659.25,2000,1810.466097
188.85,2000,1819.400264
-7494.05,2000,1835.42655
-1071.65,2000,1844.599819
-1162.2,2000,1853.50649
-6740.15,2000,1862.552992
-7085.35,2000,1871.857827
-6643.75,2000,1887.525278
-7231.55,2000,1896.795412
-6629.65,2000,1906.048842
2241.65,2000,1915.061701
-837.65,2000,1923.966077
375.3,2000,1940.233572
1479.3,2000,1949.271836
-2467.9,2000,1958.658905
906.6,2000,1967.774619
1662.15,2000,1977.672957
2595.8,2000,1993.87429
-7034.1,2000,2002.93534
1366.8,2000,2012.116141
-7072.3,2000,2021.454679
1153.15,2000,2030.53244
2892.65,2000,2046.149976
355.5,2000,2055.275239
-5933.35,2000,2064.116706
-7394.9,2000,2073.21274
-6991.65,2000,2082.494326
23.3,2000,2098.462738
2671.95,2000,2107.506058
-621.75,2000,2116.86126
-7194.7,2000,2125.850698
-5578.5,2000,2135.115893
1339.95,2000,2151.230444
2310.25,2000,2160.355234
745.4,2000,2169.650557
-952.3,2000,2178.684769
1515.95,2000,2187.653251
940.2,2000,2204.031028
-3665.2,2000,2212.999647
1211.05,2000,2222.1288
1195.9,2000,2226.197403
1913.75,2000,2235.414294
1301.8,2000,2251.238833
1004.5,2000,2260.60785
2654.95,2000,2269.478161
941.15,2000,2278.601525
-7015.7,2000,2287.463986
-5001.2,2000,2303.714808
-6770.35,2000,2312.910128
-1595.0,2000,2322.059561
-7759.4,2000,2331.135859
-6726.8,2000,2340.082098
-6591.1,2000,2356.607243
-138.3,2000,2365.478837
-7824.95,2000,2374.53337
1510.05,2000,2383.7333
-7010.4,2000,2392.603029
1575.8,2000,2408.620282
-5974.85,2000,2417.860229
804.25,2000,2427.015679
-32.05,2000,2436.233384
284.9,2000,2445.504326
503.6,2000,2461.360162
-36.15,2000,2471.097458
2710.8,2000,2480.79536
-6811.0,2000,2490.461907
1482.55,2000,2499.982285
1329.95,2000,2515.940801
-5506.9,2000,2524.833869
-6710.7,2000,2534.206905
1045.0,2000,2543.172562
-6042.1,2000,2552.51387
986.85,2000,2568.767148
1367.35,2000,2578.816806
576.8,2000,2587.791563
315.6,2000,2597.059623
80.75,2000,2605.949857
-6754.15,2000,2622.358497
1128.35,2000,2631.240834
1997.95,2000,2640.069273
1542.8,2000,2649.2769
2484.4,2000,2658.196885
-6595.85,2000,2668.874496
-7032.05,2000,2678.026199
3395.5,2000,2687.349751
531.8,2000,2696.316422
648.5,2000,2705.124825
2044.4,2000,2721.282447
-5720.0,2000,2730.172664
276.75,2000,2739.83781
804.2,2000,2748.935754
-5838.1,2000,2758.180799
3198.85,2000,2774.679246
-5914.55,2000,2783.74671
173.45,2000,2792.936666
1789.0,2000,2802.318115
1288.9,2000,2811.404618
-3237.45,2000,2827.592932
538.05,2000,2836.971946
-6842.25,2000,2845.885614
-558.3,2000,2854.989603
2620.85,2000,2864.190266
-6686.55,2000,2880.172387
86.85,2000,2889.669343
1160.1,2000,2898.637018
-6780.05,2000,2907.669634
498.55,2000,2916.786544
-3277.6,2000,2933.036569
-527.25,2000,2941.857247
1583.9,2000,2951.283435
1239.95,2000,2960.132442
455.2,2000,2969.018419
-7657.3,2000,2985.432193
1110.45,2000,2994.481323
-747.9,2000,3003.40205
2819.0,2000,3012.846248
-867.0,2000,3021.914981
-6493.1,2000,3038.018459
-7428.6,2000,3047.329036
1335.65,2000,3056.27596
1556.0,2000,3065.145984
555.4,2000,3074.40836
921.75,2000,3090.353531
-6695.9,2000,3099.982639
-6955.5,2000,3108.813742
1283.9,2000,3112.65277
2449.45,2000,3121.487767
-7012.85,2000,3138.137929
1640.95,2000,3147.148731
1412.1,2000,3156.430459
3232.35,2000,3165.682518
-5885.85,2000,3175.875353
-6897.95,2000,3192.836911
96.75,2000,3201.767115
1744.35,2000,3210.69672
-6761.4,2000,3220.333116
-5203.4,2000,3229.310486
431.5,2000,3245.338706
1755.05,2000,3254.618202
-173.55,2000,3263.494155
619.8,2000,3272.433343
1088.3,2000,3281.811198
2414.0,2000,3297.800989
-5357.2,2000,3306.729468
-146.65,2000,3316.098517
-65.7,2000,3325.056169
953.25,2000,3334.071389
3091.1,2000,3350.422366
3044.45,2000,3359.312191
1160.2,2000,3368.318062
-6126.25,2000,3377.751698
2279.4,2000,3386.735952
2341.0,2000,3402.952919
-6258.55,2000,3411.839899
427.6,2000,3420.883842
2286.25,2000,3430.143449
1028.65,2000,3439.120054
1433.55,2000,3455.262212
1629.25,2000,3464.577215
1535.4,2000,3473.562017
-7057.7,2000,3482.714133
-7602.15,2000,3492.129434
-92.5,2000,3508.042921
2949.8,2000,3517.191485
127.15,2000,3526.522085
-6477.65,2000,3535.717882
2919.7,2000,3544.684095
543.9,2000,3561.081329
-7127.05,2000,3564.912295
1362.95,2000,3574.000138
2127.9,2000,3583.23871
-7407.85,2000,3592.178405
788.05,2000,3608.134616
859.2,2000,3617.769759
-347.7,2000,3626.751068
-58.3,2000,3635.950252
-6244.9,2000,3645.406607
1817.6,2000,3661.459241
816.15,2000,3670.886115
399.75,2000,3679.849626
466.3,2000,3688.8407
-3776.7,2000,3697.95297
2097.7,2000,3714.063872
-917.8,2000,3723.051398
437.5,2000,3732.330183
1106.3,2000,3741.216801
-1413.45,2000,3750.224989
-6027.9,2000,3766.659465
-128.05,2000,3776.468408
-6562.05,2000,3785.551383
-230.6,2000,3794.919612
-6391.9,2000,3803.88812
-7194.55,2000,3820.176704
-6813.1,2000,3829.097534
271.6,2000,3837.913674
97.55,2000,3846.79411
1216.7,2000,3856.024808
1051.05,2000,3871.687379
-2728.3,2000,3881.241682
737.7,2000,3890.109605
-835.05,2000,3898.950107
-556.8,2000,3907.790728
-6215.65,2000,3923.923275
-6286.4,2000,3932.996869
1911.15,2000,3942.550583
-563.15,2000,3951.490086
2488.1,2000,3960.321845
-1483.75,2000,3976.823851
-6550.85,2000,3985.650305
-8308.9,2000,3994.736347
1055.55,2000,3998.589019
1338.15,2000,4007.947517
-7250.25,2000,4023.627352
949.0,2000,4033.199743
2555.35,2000,4042.15011
142.8,2000,4051.251872
3053.45,2000,4060.870546
-8261.05,2000,4077.129621
-855.7,2000,4086.109673
1188.3,2000,4095.445199
-4120.85,2000,4104.441388
2298.1,2000,4113.502081
-384.1,2000,4129.821309
2095.15,2000,4138.828414
833.8,2000,4147.855126
-1180.45,2000,4157.276584
1248.95,2000,4166.179399
-417.4,2000,4182.512682
-7085.15,2000,4191.548848
-3743.9,2000,4200.549231
-6949.8,2000,4209.793233
-5914.15,2000,4218.941464
-6477.75,2000,4234.806275
922.8,2000,4244.036756
-1438.45,2000,4252.824743
-226.8,2000,4261.701591
604.0,2000,4271.218111
-1277.8,2000,4287.165246
-4038.0,2000,4296.358934
-3643.8,2000,4305.627189
-6670.85,2000,4314.484201
-7726.7,2000,4323.3442
3333.05,2000,4339.549503
1173.85,2000,4348.566279
-7346.15,2000,4357.918617
2360.1,2000,4367.300916
1194.3,2000,4377.17202
838.5,2000,4393.684911
1172.25,2000,4402.784977
369.45,2000,4411.720501
-7308.2,2000,4421.156151
-339.6,2000,4429.978654
2065.7,2000,4446.293008
-532.85,2000,4450.7271
-6103.1,2000,4459.563792
-7061.2,2000,4468.704783
-7247.35,2000,4477.843824
185.35,2000,4493.878487
-781.1,2000,4502.665272
-7538.95,2000,4512.052984
3336.65,2000,4520.910571
-6847.1,2000,4529.799161
398.45,2000,4546.42314
-315.7,2000,4555.357861
-6937.35,2000,4564.359685
-6903.45,2000,4573.611115
2136.8,2000,4582.438685
-6496.6,2000,4598.433061
352.4,2000,4607.689939
-7111.7,2000,4616.526224
2097.15,2000,4625.36946
2983.25,2000,4634.638971
-7349.4,2000,4650.37755
-49.45,2000,4659.623555
1052.5,2000,4669.054354
1598.5,2000,4678.252563
-440.0,2000,4687.190296
130.0,2000,4703.221562
2035.95,2000,4712.020907
-547.55,2000,4721.491303
-2622.65,2000,4730.403949
-7732.3,2000,4739.394205
1085.8,2000,4756.183574
119.45,2000,4765.147616
2902.65,2000,4774.410074
1944.15,2000,4783.732231
-7071.05,2000,4792.770894
-5953.2,2000,4808.6615
58.45,2000,4818.007927
-6369.9,2000,4826.954939
156.85,2000,4836.033811
-6578.65,2000,4845.311928
-294.8,2000,4861.180885
-1.6,2000,4870.603664
391.2,2000,4879.475721
599.3,2000,4888.460419
2487.3,2000,4892.314073
-453.4,2000,4908.634919
58.85,2000,4917.617996
-7074.4,2000,4926.529969
-99.55,2000,4936.066947
3283.5,2000,4944.992478
-7046.55,2000,4961.219496
3366.6,2000,4970.124681
4143.9,2000,4980.522966
-533.0,2000,4989.412327
1920.5,2000,4998.900727
-6764.25,2000,5014.819927
1132.95,2000,5024.092659
1437.9,2000,5033.118112
2639.95,2000,5042.047974
998.7,2000,5051.685542
-7274.9,2000,5068.244807
1022.65,2000,5077.415493
1741.9,2000,5086.755469
175.55,2000,5095.698767
-6138.1,2000,5104.63379
1327.6,2000,5120.829915
-112.75,2000,5129.783855
2234.7,2000,5138.898741
-5545.85,2000,5148.439087
371.15,2000,5157.444573
1511.15,2000,5173.83904
2147.5,2000,5182.902799
37.4,2000,5191.755794
2070.4,2000,5201.375767
1449.95,2000,5210.282653
1527.75,2000,5226.137289
1154.95,2000,5235.433607
1652.05,2000,5244.350768
-7132.9,2000,5253.600162
1216.25,2000,5262.982205
204.55,2000,5278.751472
2714.65,2000,5287.615156
985.8,2000,5296.917129
1772.35,2000,5305.741719
2474.75,2000,5314.765621
-6304.0,2000,5330.968393
-6592.0,2000,5334.854275
-4606.1,2000,5343.767421
-7128.15,2000,5353.153661
-7296.85,2000,5362.08779
1713.2,2000,5378.163106
-7042.15,2000,5387.43773
-962.4,2000,5396.5418
733.3,2000,5405.524298
432.25,2000,5414.779075
1196.3,2000,5430.537927
-7457.55,2000,5439.673613
-5841.85,2000,5448.994648
-6669.3,2000,5457.878263
2055.55,2000,5467.075969
2057.95,2000,5483.24315
-6847.25,2000,5492.16514
-6198.5,2000,5501.640535
-2600.2,2000,5510.577386
-614.85,2000,5519.549193
398.25,2000,5536.151649
700.2,2000,5544.934554
3113.65,2000,5554.024841
2892.9,2000,5563.371898
-692.75,2000,5573.120969
-6863.2,2000,5589.334922
-790.7,2000,5598.820699
1081.25,2000,5607.9282
-6492.95,2000,5617.040568
426.35,2000,5626.297911
1137.2,2000,5642.031997
-178.35,2000,5651.367495
931.2,2000,5660.338702
-6726.45,2000,5669.251146
-4953.5,2000,5678.329565
1796.15,2000,5694.319299
577.2,2000,5703.088152
2078.05,2000,5712.391031
-6503.2,2000,5721.306507
3134.3,2000,5730.443767
523.75,2000,5746.928074
1238.4,2000,5755.902853
2448.85,2000,5764.8147
3384.1,2000,5774.265849
2216.0,2000,5778.107702
-2847.25,2000,5794.383884
-598.5,2000,5803.666697
2573.45,2000,5812.570199
-6161.45,2000,5821.453411
-2000.45,2000,5830.386328
-7130.05,2000,5846.649621
-6997.3,2000,5855.804559
-2382.8,2000,5865.08595
-7028.8,2000,5874.021972
-5662.55,2000,5883.33884
669.8,2000,5899.557287
-6032.2,2000,5908.502481
-6823.65,2000,5917.634249
1661.35,2000,5926.956741
3008.65,2000,5935.732105
-765.95,2000,5952.077447
2488.8,2000,5961.003565
-2123.0,2000,5969.842813
-4819.8,2000,5978.844787
-6774.55,2000,5988.159255
2441.35,2000,6003.849715
2436.4,2000,6013.390299
-7482.25,2000,6022.241415
-7047.6,2000,6031.144389
1395.4,2000,6040.198208
-6675.65,2000,6056.3593
726.65,2000,6065.164895
-6888.75,2000,6074.644473
-5148.75,2000,6083.563214
2399.2,2000,6092.657773
3279.35,2000,6108.800128
2102.55,2000,6117.938823
-6865.4,2000,6127.055871
-267.7,2000,6136.424157
-621.85,2000,6145.33805
-542.05,2000,6161.702216
-6832.75,2000,6170.655412
211.25,2000,6180.632136
-7683.95,2000,6189.827273
-6937.8,2000,6199.173626
-7088.4,2000,6215.281725
-531.5,2000,6224.55219
-7270.75,2000,6228.38985
776.5,2000,6237.293165
600.45,2000,6246.180442
-6500.2,2000,6262.651667
228.55,2000,6271.569437
-1099.2,2000,6280.905009
-6928.55,2000,6289.945887
-6112.75,2000,6298.865932
164.6,2000,6315.182862
3165.9,2000,6324.133713
1431.0,2000,6333.407521
2492.5,2000,6342.797135
132.65,2000,6351.864214
487.25,2000,6367.49765
-1058.8,2000,6376.714245
-308.05,2000,6385.6239
-7069.45,2000,6394.709577
2495.0,2000,6403.942268
60.1,2000,6419.37706
-129.5,2000,6428.180103
-6919.1,2000,6437.490988
620.95,2000,6446.445698
-396.8,2000,6455.569065
3819.25,2000,6471.673841
2955.35,2000,6480.515154
809.7,2000,6489.356285
1058.8,2000,6498.649875
-7267.6,2000,6507.644685
-6291.75,2000,6524.197525
-6537.9,2000,6533.091242
-189.25,2000,6541.973027
-427.3,2000,6551.162139
-6588.75,2000,6560.227184
3952.1,2000,6576.244746
889.55,2000,6585.678062
-549.85,2000,6594.61296
-6850.35,2000,6603.587214
1728.75,2000,6612.913413
1020.7,2000,6628.398506
1568.85,2000,6637.455165
3038.55,2000,6646.840609
-5156.45,2000,6655.825562
-6670.0,2000,6659.693779
-2803.5,2000,6675.806948
-2106.45,2000,6684.859995
1972.6,2000,6694.038924
1548.1,2000,6703.483606
2463.95,2000,6712.457333
-4647.25,2000,6728.148478
-388.7,2000,6737.467014
2168.0,2000,6746.315891
-438.0,2000,6755.44348
-6659.05,2000,6764.71696
2795.6,2000,6782.015613
2067.3,2000,6791.131623
-6753.5,2000,6800.353882
748.6,2000,6809.398847
531.05,2000,6818.678253
3218.05,2000,6835.109226
-6099.15,2000,6844.220383
-3571.05,2000,6853.733208
202.0,2000,6862.728666
559.35,2000,6871.674858
-3085.95,2000,6887.93673
-23.85,2000,6896.89694
1218.9,2000,6905.894465
1802.65,2000,6915.367527
6.8,2000,6924.324315
2802.65,2000,6941.245205
-104.55,2000,6950.701787
3127.95,2000,6959.714131
603.75,2000,6968.865731
-6955.45,2000,6978.366585
-6854.0,2000,6994.582355
2675.4,2000,7003.95053
1218.25,2000,7012.8907
-6871.0,2000,7021.900292
-5940.45,2000,7030.916257
2082.35,2000,7047.066666
-7093.75,2000,7056.562014
-5891.4,2000,7066.000722
-6797.6,2000,7074.998725
-222.85,2000,7083.977547
-6708.25,2000,7100.045066
-7404.05,2000,7109.11989
-7680.9,2000,7113.243837
-7107.15,2000,7122.31659
-707.7,2000,7131.397484
-649.65,2000,7147.847567
-6405.4,2000,7156.961175
1592.0,2000,7165.870012
