#{"t_start": 1767430297.952366, "env_id": "None"}
r,l,t
-7154.4,2000,1710.635653
1548.1,2000,1720.023175
2094.05,2000,1735.855173
-7485.35,2000,1744.83541
969.35,2000,1754.054107
-7187.6,2000,1763.106885
2113.0,2000,1772.235904
-6622.3,2000,1783.145181
-7476.45,2000,1792.187325
-6882.05,2000,1801.133087
69.1,2000,1810.465093
-7249.35,2000,1819.39926
888.0,2000,1835.425546
745.1,2000,1844.598815
-688.6,2000,1853.505486
290.7,2000,1862.551988
157.55,2000,1871.856823
951.75,2000,1887.524274
-6578.0,2000,1896.794408
-7554.25,2000,1906.047838
705.55,2000,1915.060697
-228.45,2000,1923.965073
-7130.05,2000,1940.232568
-6595.35,2000,1949.270832
775.85,2000,1958.657901
-6450.6,2000,1967.773615
2798.15,2000,1977.671953
-6715.9,2000,1993.873286
-6087.2,2000,2002.934336
-547.15,2000,2012.115137
636.3,2000,2021.453675
1279.4,2000,2030.531436
2429.05,2000,2046.148972
-674.25,2000,2055.274235
1454.95,2000,2064.115702
-415.5,2000,2073.211736
-7008.65,2000,2082.493322
794.4,2000,2098.461734
-6741.95,2000,2107.505054
1037.5,2000,2116.860256
1110.75,2000,2125.849694
3484.85,2000,2135.114889
-7060.55,2000,2151.22944
2996.0,2000,2160.35423
-6820.75,2000,2169.649553
1399.15,2000,2178.683765
1622.55,2000,2187.652247
754.6,2000,2204.030024
-6501.05,2000,2212.998643
1433.7,2000,2222.127796
2756.5,2000,2226.196399
-251.3,2000,2235.41329
1362.55,2000,2251.237829
1886.55,2000,2260.606846
1989.55,2000,2269.477157
3130.1,2000,2278.600521
-6477.9,2000,2287.462982
655.25,2000,2303.713804
-6829.65,2000,2312.909124
1425.35,2000,2322.058557
-6872.25,2000,2331.134855
3950.2,2000,2340.081094
746.95,2000,2356.606239
1109.9,2000,2365.477833
1629.3,2000,2374.532366
-6212.55,2000,2383.732296
-6881.85,2000,2392.602026
-127.8,2000,2408.619278
-6615.65,2000,2417.859225
-6856.75,2000,2427.014675
-7554.05,2000,2436.23238
820.0,2000,2445.503322
1492.15,2000,2461.359159
-7866.1,2000,2471.096454
-7077.6,2000,2480.794356
1182.75,2000,2490.460903
-124.2,2000,2499.981281
909.6,2000,2515.939797
992.3,2000,2524.832865
2343.7,2000,2534.205901
1733.95,2000,2543.171558
-6728.65,2000,2552.512866
-675.65,2000,2568.766144
343.1,2000,2578.815802
-6050.65,2000,2587.790559
900.05,2000,2597.058619
2074.2,2000,2605.948853
-6706.05,2000,2622.357493
1923.7,2000,2631.23983
-2820.95,2000,2640.068269
1309.3,2000,2649.275896
-86.1,2000,2658.195881
-97.7,2000,2668.873492
-6493.6,2000,2678.025195
3370.85,2000,2687.348747
1837.5,2000,2696.315418
-1021.45,2000,2705.123821
-6657.85,2000,2721.281443
870.5,2000,2730.17166
2934.05,2000,2739.836806
-844.85,2000,2748.93475
-967.25,2000,2758.179795
-7370.05,2000,2774.678242
-16.4,2000,2783.745706
-7192.35,2000,2792.935662
1306.55,2000,2802.317111
-6597.8,2000,2811.403614
1961.1,2000,2827.591928
1349.9,2000,2836.970942
-1058.0,2000,2845.88461
-6566.8,2000,2854.988599
3747.7,2000,2864.189262
15.0,2000,2880.171383
2117.9,2000,2889.668339
-7347.3,2000,2898.636014
599.65,2000,2907.66863
1005.3,2000,2916.78554
2522.25,2000,2933.035565
-2887.8,2000,2941.856243
1812.5,2000,2951.282431
2080.8,2000,2960.131438
1556.8,2000,2969.017415
2673.25,2000,2985.431189
-27.6,2000,2994.480319
1352.5,2000,3003.401046
-2158.85,2000,3012.845244
2531.8,2000,3021.913977
-7710.55,2000,3038.017455
-7386.55,2000,3047.328032
-7141.4,2000,3056.274956
1925.8,2000,3065.14498
1719.3,2000,3074.407356
-59.65,2000,3090.352527
-3316.9,2000,3099.981635
2071.1,2000,3108.812738
2386.6,2000,3112.651766
2435.65,2000,3121.486763
-973.6,2000,3138.136925
-6656.2,2000,3147.147727
-7182.75,2000,3156.429455
-1315.1,2000,3165.681514
1642.3,2000,3175.874349
299.4,2000,3192.835907
2623.8,2000,3201.766111
-3309.7,2000,3210.695716
-7139.85,2000,3220.332112
-7029.1,2000,3229.309482
1764.95,2000,3245.337702
-878.35,2000,3254.617198
2697.45,2000,3263.493151
282.2,2000,3272.432339
-6549.95,2000,3281.810194
-5386.75,2000,3297.799985
2681.6,2000,3306.728464
965.55,2000,3316.097513
115.9,2000,3325.055165
318.0,2000,3334.070385
-6991.0,2000,3350.421362
64.9,2000,3359.311188
1646.4,2000,3368.317058
-1176.35,2000,3377.750694
2551.6,2000,3386.734948
-6217.0,2000,3402.951915
800.1,2000,3411.838895
1336.7,2000,3420.882838
-6358.4,2000,3430.142445
-7062.25,2000,3439.11905
-6634.85,2000,3455.261208
-6831.9,2000,3464.576211
-750.2,2000,3473.561013
1462.25,2000,3482.713129
1404.4,2000,3492.12843
-1753.85,2000,3508.041917
-7020.7,2000,3517.190481
-6347.35,2000,3526.521081
1112.7,2000,3535.716878
3479.05,2000,3544.683091
673.95,2000,3561.080325
1109.9,2000,3564.911291
2872.4,2000,3573.999134
3144.65,2000,3583.237706
1715.15,2000,3592.177401
3381.2,2000,3608.133612
2860.5,2000,3617.768755
3378.8,2000,3626.750064
-5835.0,2000,3635.949248
-136.0,2000,3645.405603
469.35,2000,3661.458237
-6631.2,2000,3670.885111
552.9,2000,3679.848622
1025.8,2000,3688.839696
2657.6,2000,3697.951966
1810.75,2000,3714.062868
2191.7,2000,3723.050394
-663.4,2000,3732.329179
12.9,2000,3741.215797
-1132.55,2000,3750.223985
-6907.0,2000,3766.658461
1250.75,2000,3776.467404
-992.7,2000,3785.550379
-6824.85,2000,3794.918608
-7017.6,2000,3803.887116
-6830.9,2000,3820.1757
2163.35,2000,3829.09653
1820.25,2000,3837.91267
-7595.35,2000,3846.793106
-6263.55,2000,3856.023804
310.75,2000,3871.686375
2137.25,2000,3881.240678
2834.7,2000,3890.108601
826.0,2000,3898.949103
1847.4,2000,3907.789724
346.0,2000,3923.922271
-6743.35,2000,3932.995865
-231.4,2000,3942.549579
-6403.5,2000,3951.489082
-7082.9,2000,3960.320841
1053.75,2000,3976.822847
2292.9,2000,3985.649301
-129.6,2000,3994.735343
876.1,2000,3998.588015
2594.9,2000,4007.946513
-7258.45,2000,4023.626348
1714.6,2000,4033.198739
911.75,2000,4042.149106
652.9,2000,4051.250868
121.9,2000,4060.869542
-7056.9,2000,4077.128617
38.9,2000,4086.108669
-7368.35,2000,4095.444195
510.05,2000,4104.440384
547.8,2000,4113.501077
398.45,2000,4129.820305
3063.95,2000,4138.82741
3144.3,2000,4147.854122
-7060.65,2000,4157.27558
-196.55,2000,4166.178395
-6717.65,2000,4182.511678
-9.2,2000,4191.547844
1398.3,2000,4200.548227
74.3,2000,4209.792229
902.05,2000,4218.94046
586.6,2000,4234.805271
2427.8,2000,4244.035752
-951.6,2000,4252.823739
1643.85,2000,4261.700588
-481.95,2000,4271.217107
-592.65,2000,4287.164242
-6387.0,2000,4296.35793
1870.4,2000,4305.626185
-6387.5,2000,4314.483197
1509.4,2000,4323.343196
820.75,2000,4339.548499
-408.75,2000,4348.565275
-3491.55,2000,4357.917613
3196.2,2000,4367.299912
-7107.45,2000,4377.171016
2103.9,2000,4393.683908
1571.2,2000,4402.783973
-6657.6,2000,4411.719497
980.9,2000,4421.155147
452.7,2000,4429.97765
260.6,2000,4446.292004
1879.6,2000,4450.726096
1050.9,2000,4459.562788
-6705.5,2000,4468.705783
-239.5,2000,4477.84282
-6673.05,2000,4493.877483
-6550.85,2000,4502.664268
2462.75,2000,4512.054167
-7810.95,2000,4520.909567
1508.1,2000,4529.798157
-6893.9,2000,4546.422136
1096.45,2000,4555.356857
-1411.9,2000,4564.358681
707.6,2000,4573.610111
3892.95,2000,4582.437681
1579.5,2000,4598.432057
-6592.7,2000,4607.688935
1215.8,2000,4616.52522
-7115.7,2000,4625.368456
-6572.25,2000,4634.637967
-6925.75,2000,4650.376546
-7430.0,2000,4659.622551
-7166.7,2000,4669.05335
-312.7,2000,4678.251559
-6949.7,2000,4687.189292
506.9,2000,4703.220558
-6981.9,2000,4712.019903
77.0,2000,4721.490299
1719.25,2000,4730.402945
-6977.65,2000,4739.393201
1088.15,2000,4756.18257
-7169.3,2000,4765.146612
2621.4,2000,4774.40907
81.8,2000,4783.731227
1001.5,2000,4792.76989
475.55,2000,4808.660496
-2418.6,2000,4818.006923
-7035.1,2000,4826.953935
1025.5,2000,4836.032807
30.15,2000,4845.310924
-7359.15,2000,4861.179881
-5599.25,2000,4870.60266
1125.8,2000,4879.474717
3412.4,2000,4888.459415
-7413.1,2000,4892.313069
2052.7,2000,4908.633915
2136.25,2000,4917.616992
2936.3,2000,4926.528965
-7115.15,2000,4936.065943
-109.5,2000,4944.991474
-6588.3,2000,4961.218492
-6419.95,2000,4970.123677
-6981.55,2000,4980.521962
-2480.95,2000,4989.411323
-1953.35,2000,4998.899723
-825.15,2000,5014.818923
1899.0,2000,5024.091655
683.5,2000,5033.117108
469.3,2000,5042.04697
-6547.5,2000,5051.684538
-256.6,2000,5068.243803
147.05,2000,5077.41449
-481.3,2000,5086.754465
-6348.35,2000,5095.697763
1853.5,2000,5104.632786
2199.55,2000,5120.828911
1112.65,2000,5129.782851
-5734.2,2000,5138.897737
120.2,2000,5148.438083
1655.9,2000,5157.443569
-6279.3,2000,5173.838036
-4326.55,2000,5182.901795
-600.35,2000,5191.75479
349.05,2000,5201.374763
3188.45,2000,5210.281649
-3344.7,2000,5226.136285
-5632.0,2000,5235.432603
181.3,2000,5244.349764
-7754.1,2000,5253.599158
-5961.1,2000,5262.981201
4079.65,2000,5278.750468
1924.0,2000,5287.614152
1929.45,2000,5296.916125
-4569.2,2000,5305.740716
-16.2,2000,5314.764617
-7081.35,2000,5330.967389
1794.45,2000,5334.853271
-6634.45,2000,5343.766417
2525.35,2000,5353.152657
-7057.75,2000,5362.086786
893.95,2000,5378.162102
-107.55,2000,5387.436726
1584.75,2000,5396.540796
2585.5,2000,5405.523294
-144.9,2000,5414.778071
-7112.3,2000,5430.536923
-7113.75,2000,5439.672609
-169.15,2000,5448.993644
2720.55,2000,5457.877259
84.3,2000,5467.074965
2498.85,2000,5483.242146
-6061.6,2000,5492.164136
410.55,2000,5501.639531
2818.9,2000,5510.576382
1821.9,2000,5519.548189
-5703.15,2000,5536.150645
4346.4,2000,5544.93355
-1393.2,2000,5554.023837
1646.5,2000,5563.370894
-6319.1,2000,5573.119965
-6288.1,2000,5589.333918
3217.3,2000,5598.819695
3295.85,2000,5607.927196
1877.35,2000,5617.039564
2377.6,2000,5626.296907
-282.4,2000,5642.030993
849.8,2000,5651.366491
410.55,2000,5660.337698
2166.4,2000,5669.250142
2592.8,2000,5678.328561
-1101.65,2000,5694.318295
2275.15,2000,5703.087148
-5824.25,2000,5712.390027
2346.55,2000,5721.305503
89.05,2000,5730.442763
-374.15,2000,5746.92707
-6354.35,2000,5755.901849
-3470.75,2000,5764.813696
-6460.3,2000,5774.264845
-2602.4,2000,5778.106698
2320.65,2000,5794.38288
-7116.0,2000,5803.665693
1794.85,2000,5812.569195
-2194.35,2000,5821.452407
769.4,2000,5830.385324
-6469.9,2000,5846.648618
-7508.5,2000,5855.803555
-5292.1,2000,5865.084946
1669.0,2000,5874.020968
2042.85,2000,5883.337837
295.6,2000,5899.556283
3861.7,2000,5908.501477
-6550.65,2000,5917.633245
2090.4,2000,5926.955737
-472.45,2000,5935.731101
67.45,2000,5952.076443
-6796.4,2000,5961.002561
-7553.0,2000,5969.841809
1310.65,2000,5978.843783
568.0,2000,5988.158251
52.35,2000,6003.848711
1738.75,2000,6013.389295
-7111.7,2000,6022.240411
1861.6,2000,6031.143385
645.05,2000,6040.197204
-6925.9,2000,6056.358296
-6510.4,2000,6065.163891
242.2,2000,6074.643469
152.3,2000,6083.56221
-7122.6,2000,6092.65677
2367.2,2000,6108.799124
-871.0,2000,6117.937819
1661.3,2000,6127.054867
-143.45,2000,6136.423153
984.85,2000,6145.337046
1229.4,2000,6161.701212
-6637.6,2000,6170.654408
37.35,2000,6180.631132
4032.15,2000,6189.826269
-6840.1,2000,6199.172622
2018.95,2000,6215.280721
2076.35,2000,6224.551186
549.7,2000,6228.388846
-6453.85,2000,6237.292161
-7406.7,2000,6246.179438
467.3,2000,6262.650663
212.9,2000,6271.568433
1452.6,2000,6280.904005
702.75,2000,6289.944883
2961.6,2000,6298.864928
606.65,2000,6315.181858
2718.05,2000,6324.13271
2576.45,2000,6333.406517
-7084.35,2000,6342.796131
769.8,2000,6351.86321
-7065.15,2000,6367.496646
109.7,2000,6376.713241
1077.75,2000,6385.622896
-6279.75,2000,6394.708573
-689.25,2000,6403.941264
598.7,2000,6419.376056
225.2,2000,6428.179099
-6679.55,2000,6437.489984
1063.55,2000,6446.444694
1903.25,2000,6455.568061
1809.25,2000,6471.672837
-5881.55,2000,6480.51415
141.45,2000,6489.355281
1648.4,2000,6498.648871
647.7,2000,6507.643681
-709.95,2000,6524.196521
295.15,2000,6533.090238
-585.85,2000,6541.972023
1200.8,2000,6551.161135
-6346.85,2000,6560.22618
-6430.5,2000,6576.243742
-2911.35,2000,6585.677058
-965.55,2000,6594.611956
-6524.85,2000,6603.58621
-5434.75,2000,6612.912409
3027.85,2000,6628.397502
-6817.85,2000,6637.454161
-6823.95,2000,6646.839605
-2692.75,2000,6655.824558
-6517.55,2000,6659.692775
-2547.95,2000,6675.805944
1133.4,2000,6684.858991
-6964.6,2000,6694.03792
3246.6,2000,6703.482602
2592.55,2000,6712.456329
2817.45,2000,6728.147474
2129.75,2000,6737.46601
2001.4,2000,6746.314887
4087.85,2000,6755.442476
-6131.15,2000,6764.715956
-6547.5,2000,6782.014609
-6701.3,2000,6791.130619
2460.7,2000,6800.352878
880.45,2000,6809.397843
-6320.0,2000,6818.677249
1582.5,2000,6835.108222
1086.3,2000,6844.219379
-6131.0,2000,6853.732204
2154.4,2000,6862.727662
1852.0,2000,6871.673854
1121.7,2000,6887.935726
-6115.05,2000,6896.895936
306.9,2000,6905.893461
-133.85,2000,6915.366524
-6719.85,2000,6924.323311
2008.5,2000,6941.244201
836.45,2000,6950.700783
379.6,2000,6959.713127
-6935.95,2000,6968.864727
1742.15,2000,6978.365581
-731.1,2000,6994.581351
-6581.75,2000,7003.949526
1375.55,2000,7012.889696
-353.7,2000,7021.899288
1342.85,2000,7030.915751
795.05,2000,7047.065662
2635.8,2000,7056.56101
-1831.85,2000,7065.999718
-6923.15,2000,7074.997721
1361.95,2000,7083.976543
1254.65,2000,7100.044062
3427.15,2000,7109.118886
980.5,2000,7113.242833
-659.7,2000,7122.315586
-6693.1,2000,7131.39648
2716.9,2000,7147.844561
311.4,2000,7156.960171
564.9,2000,7165.869008
