#{"t_start": 1767430297.9513621, "env_id": "None"}
r,l,t
-6258.6,2000,2064.116706
-6487.9,2000,2073.21274
-5892.1,2000,2082.494326
-6844.7,2000,2098.462738
-6599.4,2000,2107.506058
-6973.75,2000,2116.86126
2382.15,2000,2125.850698
-6549.3,2000,2135.115893
-7259.95,2000,2151.230444
-6626.35,2000,2160.353314
-6954.75,2000,2169.650557
2044.35,2000,2178.684769
1696.3,2000,2187.653251
-985.25,2000,2204.031028
-6527.85,2000,2212.999647
2457.8,2000,2222.1288
1125.1,2000,2226.197403
911.4,2000,2235.414294
-6693.55,2000,2251.238833
1070.9,2000,2260.60785
1513.1,2000,2269.478161
2278.4,2000,2278.601525
-200.0,2000,2287.463986
-651.35,2000,2303.714808
-6375.9,2000,2312.910128
-540.75,2000,2322.059561
-263.7,2000,2331.135859
2267.85,2000,2340.082098
804.35,2000,2356.607243
-7075.5,2000,2365.478837
-1004.65,2000,2374.53337
13.55,2000,2383.7333
-271.45,2000,2392.603029
882.45,2000,2408.620282
750.4,2000,2417.858227
167.55,2000,2427.015679
1716.1,2000,2436.233384
-6982.9,2000,2445.504326
-6788.35,2000,2461.360162
-7260.65,2000,2471.097458
1992.75,2000,2480.79536
1748.3,2000,2490.461907
-6261.7,2000,2499.982285
-1198.5,2000,2515.940801
-268.2,2000,2524.833869
1942.4,2000,2534.206905
-6922.85,2000,2543.172562
1523.0,2000,2552.51387
-6356.3,2000,2568.767148
-1339.8,2000,2578.816806
2146.75,2000,2587.791563
-6.9,2000,2597.059623
-6931.9,2000,2605.949857
1702.9,2000,2622.358497
-6774.35,2000,2631.240834
1304.3,2000,2640.069273
2172.25,2000,2649.2769
-351.55,2000,2658.196885
-6609.8,2000,2668.874496
-7090.0,2000,2678.026199
-575.35,2000,2687.349751
3116.95,2000,2696.316422
-353.85,2000,2705.122821
-5311.0,2000,2721.282447
-1069.8,2000,2730.172664
-986.8,2000,2739.83781
3374.75,2000,2748.935754
869.9,2000,2758.180799
2634.95,2000,2774.677468
1238.7,2000,2783.74671
-6820.55,2000,2792.936666
2068.1,2000,2802.318115
-6908.4,2000,2811.404618
-6671.7,2000,2827.592932
-7121.0,2000,2836.971946
-6873.5,2000,2845.885614
1566.3,2000,2854.989603
-7280.6,2000,2864.189262
1382.5,2000,2880.172387
2260.15,2000,2889.669343
1908.95,2000,2898.637018
365.3,2000,2907.669634
1985.75,2000,2916.786544
-1786.6,2000,2933.036569
-608.75,2000,2941.857247
-441.7,2000,2951.283435
1680.8,2000,2960.132442
-135.35,2000,2969.018419
-7086.65,2000,2985.432193
-2410.55,2000,2994.481323
3119.95,2000,3003.40205
855.75,2000,3012.843572
742.25,2000,3021.914981
-7395.4,2000,3038.018459
-6971.4,2000,3047.329036
-6363.15,2000,3056.27596
1719.35,2000,3065.145984
-6715.05,2000,3074.40836
2105.0,2000,3090.353531
419.8,2000,3099.982639
-7561.85,2000,3108.813742
2251.15,2000,3112.65277
1340.7,2000,3121.487767
-6671.25,2000,3138.137929
-7061.5,2000,3147.148731
-7136.2,2000,3156.430459
-6336.65,2000,3165.682518
2975.6,2000,3175.875353
-5012.75,2000,3192.836911
3266.85,2000,3201.767115
-882.45,2000,3210.69672
2169.9,2000,3220.333116
-6438.3,2000,3229.310486
-7137.5,2000,3245.338706
562.55,2000,3254.618202
421.3,2000,3263.494155
-2976.1,2000,3272.433343
2827.1,2000,3281.811198
3298.3,2000,3297.800989
-182.3,2000,3306.729468
-52.3,2000,3316.098517
-485.65,2000,3325.055049
2638.2,2000,3334.071389
2770.85,2000,3350.422366
2844.0,2000,3359.312191
2477.65,2000,3368.318062
-7191.85,2000,3377.751698
3189.05,2000,3386.735952
-5650.55,2000,3402.952919
1117.3,2000,3411.839899
2271.05,2000,3420.881838
-589.75,2000,3430.143449
582.45,2000,3439.120054
1218.1,2000,3455.262212
-6806.15,2000,3464.577215
1061.55,2000,3473.562017
2464.1,2000,3482.714133
3073.7,2000,3492.129434
3714.6,2000,3508.042921
-6714.25,2000,3517.191485
-6107.8,2000,3526.522085
-6845.05,2000,3535.717882
-6729.65,2000,3544.684095
-6430.6,2000,3561.081329
1366.3,2000,3564.912295
686.75,2000,3574.000138
-350.7,2000,3583.23871
610.35,2000,3592.178405
-3763.05,2000,3608.134616
2810.3,2000,3617.769759
2112.9,2000,3626.751068
-98.8,2000,3635.950252
-6850.0,2000,3645.406607
-495.65,2000,3661.459241
-6280.6,2000,3670.886115
2009.4,2000,3679.848501
-6807.05,2000,3688.8407
1705.05,2000,3697.95297
-2029.05,2000,3714.063872
-6668.9,2000,3723.051398
2274.15,2000,3732.330183
5.8,2000,3741.216801
-4161.8,2000,3750.224989
-6028.85,2000,3766.659465
-6270.8,2000,3776.468408
2094.3,2000,3785.551383
-6330.4,2000,3794.919612
-1565.95,2000,3803.88812
718.4,2000,3820.176704
1648.05,2000,3829.097534
-837.85,2000,3837.913674
1912.7,2000,3846.791243
-37.8,2000,3856.024808
-260.2,2000,3871.687379
230.35,2000,3881.241682
-7324.3,2000,3890.109605
1576.4,2000,3898.950107
-6590.9,2000,3907.790728
-8013.1,2000,3923.923275
325.35,2000,3932.996869
-190.05,2000,3942.550583
2701.35,2000,3951.490086
456.7,2000,3960.321845
1777.05,2000,3976.823851
-6757.35,2000,3985.650305
-7798.0,2000,3994.736347
-5582.25,2000,3998.589019
-7452.15,2000,4007.947517
719.7,2000,4023.627352
-258.45,2000,4033.199743
436.95,2000,4042.15011
-6167.95,2000,4051.251872
-298.3,2000,4060.870546
840.3,2000,4077.129621
-7477.25,2000,4086.109673
-7016.45,2000,4095.445199
-6687.15,2000,4104.441388
1846.0,2000,4113.502081
-239.0,2000,4129.821309
1732.4,2000,4138.828414
-6178.45,2000,4147.855126
-4461.3,2000,4157.276584
-13.7,2000,4166.179399
874.9,2000,4182.512682
-1863.2,2000,4191.548848
-7002.65,2000,4200.549231
1021.85,2000,4209.793233
-882.9,2000,4218.941464
-475.85,2000,4234.806275
-6798.0,2000,4244.036756
-226.95,2000,4252.824743
-6577.5,2000,4261.701591
239.75,2000,4271.218111
2030.2,2000,4287.163243
1361.45,2000,4296.358934
-6829.7,2000,4305.627189
2393.5,2000,4314.484201
1976.8,2000,4323.3442
196.4,2000,4339.549503
456.65,2000,4348.566279
-2417.2,2000,4357.918617
-338.1,2000,4367.300916
381.95,2000,4377.17202
1500.4,2000,4393.684911
868.45,2000,4402.784977
1713.65,2000,4411.720501
2280.15,2000,4421.156151
1055.25,2000,4429.978654
1414.2,2000,4446.293008
1005.6,2000,4450.7271
-319.6,2000,4459.563792
-7098.25,2000,4468.704783
55.5,2000,4477.843824
-6660.2,2000,4493.878487
1968.95,2000,4502.665272
1137.45,2000,4512.052984
976.65,2000,4520.910571
-7353.2,2000,4529.799161
365.5,2000,4546.42314
1346.75,2000,4555.357861
1973.55,2000,4564.359685
1132.45,2000,4573.611115
1356.0,2000,4582.438685
446.75,2000,4598.433061
-448.0,2000,4607.689939
-7360.25,2000,4616.526224
-6855.3,2000,4625.36946
2085.75,2000,4634.638971
-7284.75,2000,4650.368144
-6043.7,2000,4659.623555
2644.3,2000,4669.054354
876.2,2000,4678.252563
1769.75,2000,4687.190296
2709.65,2000,4703.221562
-808.5,2000,4712.020907
2290.4,2000,4721.491303
-5743.8,2000,4730.403949
952.05,2000,4739.394205
2187.75,2000,4756.183574
2168.95,2000,4765.147616
2291.35,2000,4774.410074
-6519.5,2000,4783.732231
-6772.95,2000,4792.770894
1429.5,2000,4808.6615
-1411.5,2000,4818.007927
1965.7,2000,4826.954939
-7549.6,2000,4836.033811
-156.9,2000,4845.311928
-6780.55,2000,4861.180885
-15.45,2000,4870.602665
644.6,2000,4879.475721
-7885.7,2000,4888.460419
-5483.6,2000,4892.314073
-4504.05,2000,4908.634919
286.0,2000,4917.617996
-7119.5,2000,4926.529969
4159.0,2000,4936.066947
-6333.0,2000,4944.992478
-421.8,2000,4961.219496
1262.85,2000,4970.124681
2621.45,2000,4980.522966
-6601.45,2000,4989.412327
-1132.05,2000,4998.900727
3680.75,2000,5014.819927
800.25,2000,5024.089856
2757.2,2000,5033.118112
903.4,2000,5042.047974
660.85,2000,5051.685542
701.25,2000,5068.244807
-114.8,2000,5077.415493
-5810.9,2000,5086.755469
3175.3,2000,5095.698767
-1196.5,2000,5104.63379
-6367.25,2000,5120.829915
-312.1,2000,5129.783855
-5835.95,2000,5138.898741
635.65,2000,5148.439087
-6651.85,2000,5157.444573
887.8,2000,5173.83904
-6059.25,2000,5182.900796
-5795.3,2000,5191.755794
2591.1,2000,5201.375767
-6340.5,2000,5210.282653
1888.75,2000,5226.137289
-6050.6,2000,5235.433607
2216.15,2000,5244.350768
-6934.9,2000,5253.600162
2518.1,2000,5262.982205
420.2,2000,5278.751472
-766.25,2000,5287.615156
160.75,2000,5296.917129
3205.3,2000,5305.741719
-4545.55,2000,5314.765621
2151.0,2000,5330.968393
-2378.15,2000,5334.852268
1627.9,2000,5343.767421
1312.3,2000,5353.153661
1229.3,2000,5362.08779
1082.95,2000,5378.163106
298.9,2000,5387.43773
773.35,2000,5396.5418
2262.45,2000,5405.524298
-4246.7,2000,5414.779075
1164.8,2000,5430.537927
550.75,2000,5439.673613
1150.9,2000,5448.994648
-6726.9,2000,5457.878263
-7092.9,2000,5467.075969
-312.2,2000,5483.24315
1364.85,2000,5492.16514
2173.75,2000,5501.640535
2267.05,2000,5510.577386
3636.05,2000,5519.549193
-7037.9,2000,5536.151649
-5988.05,2000,5544.934554
2048.55,2000,5554.024841
-6820.65,2000,5563.371898
-6771.55,2000,5573.120969
115.0,2000,5589.334922
-6878.15,2000,5598.820699
939.9,2000,5607.9282
852.7,2000,5617.040568
1163.6,2000,5626.297911
-1386.3,2000,5642.031997
1662.55,2000,5651.367495
1020.4,2000,5660.338702
-2964.25,2000,5669.251146
982.45,2000,5678.329565
-7430.7,2000,5694.319299
-1756.9,2000,5703.088152
378.25,2000,5712.391031
4149.45,2000,5721.306507
-6169.75,2000,5730.443767
3149.45,2000,5746.928074
665.7,2000,5755.902853
429.85,2000,5764.8147
-6139.7,2000,5774.265849
2397.85,2000,5778.107702
2681.9,2000,5794.383884
-7307.25,2000,5803.666697
-7334.9,2000,5812.570199
-201.55,2000,5821.453411
901.05,2000,5830.386328
1173.65,2000,5846.649621
2164.15,2000,5855.804559
-6629.1,2000,5865.08595
3292.9,2000,5874.020874
-6944.6,2000,5883.33884
3204.0,2000,5899.555284
-7161.4,2000,5908.502481
607.85,2000,5917.634249
-154.05,2000,5926.956741
-403.6,2000,5935.732105
2897.1,2000,5952.077447
1543.85,2000,5961.003565
1752.35,2000,5969.842813
2078.75,2000,5978.844787
-6032.8,2000,5988.159255
-7436.7,2000,6003.849715
-7062.3,2000,6013.390299
-6567.3,2000,6022.239412
-7021.25,2000,6031.144389
1834.85,2000,6040.198208
-1587.6,2000,6056.3593
2188.65,2000,6065.164895
-7612.15,2000,6074.644473
699.15,2000,6083.563214
2177.2,2000,6092.655767
3503.4,2000,6108.800128
11.8,2000,6117.938823
1256.4,2000,6127.055871
2486.7,2000,6136.424157
1122.1,2000,6145.33805
-380.85,2000,6161.700213
167.2,2000,6170.655412
252.85,2000,6180.632136
3343.15,2000,6189.827273
106.85,2000,6199.173626
914.35,2000,6215.281725
-7233.8,2000,6224.55219
461.6,2000,6228.38985
2216.5,2000,6237.293165
353.4,2000,6246.180442
-6929.6,2000,6262.651667
-6638.25,2000,6271.569437
423.75,2000,6280.905009
3041.35,2000,6289.945887
-6918.95,2000,6298.865932
-6636.75,2000,6315.182862
746.85,2000,6324.133713
-6586.0,2000,6333.407521
-7568.45,2000,6342.797135
-4164.45,2000,6351.864214
933.15,2000,6367.49765
-84.85,2000,6376.714245
-6991.15,2000,6385.6239
-6958.45,2000,6394.709577
2326.1,2000,6403.942268
1732.8,2000,6419.37706
3007.4,2000,6428.180103
-6474.15,2000,6437.490988
898.85,2000,6446.445698
3746.85,2000,6455.569065
-6990.4,2000,6471.673841
-6998.95,2000,6480.515154
1612.8,2000,6489.356285
2879.65,2000,6498.649875
-6676.8,2000,6507.644685
1649.55,2000,6524.197525
-6765.0,2000,6533.091242
3673.45,2000,6541.973027
-6155.15,2000,6551.162139
2201.15,2000,6560.227184
-6432.3,2000,6576.244746
-6736.5,2000,6585.678062
2496.45,2000,6594.61296
903.85,2000,6603.587214
-6133.75,2000,6612.913413
1837.95,2000,6628.398506
2241.25,2000,6637.455165
-275.15,2000,6646.840609
-1751.7,2000,6655.825562
-2932.35,2000,6659.693779
-6349.3,2000,6675.806948
-6761.9,2000,6684.859995
-123.9,2000,6694.038924
2967.1,2000,6703.483606
1313.0,2000,6712.457333
-7066.55,2000,6728.148478
2171.25,2000,6737.467014
2952.65,2000,6746.315891
1540.8,2000,6755.44348
2042.3,2000,6764.71696
1671.95,2000,6782.015613
-5532.45,2000,6791.131623
2481.0,2000,6800.353882
-6930.35,2000,6809.398847
-6736.3,2000,6818.678253
169.85,2000,6835.109226
-5356.6,2000,6844.220383
-271.9,2000,6853.733208
-6933.5,2000,6862.728666
-616.85,2000,6871.674858
1920.55,2000,6887.93673
1749.75,2000,6896.89694
426.55,2000,6905.89246
1769.1,2000,6915.367527
2211.3,2000,6924.324315
1307.55,2000,6941.245205
368.9,2000,6950.701787
127.65,2000,6959.714131
-1859.35,2000,6968.865731
2595.0,2000,6978.366585
741.85,2000,6994.582355
342.9,2000,7003.95053
-5881.35,2000,7012.8907
589.3,2000,7021.900292
1961.6,2000,7030.916257
-242.1,2000,7047.066666
-6639.2,2000,7056.562014
650.95,2000,7066.000722
1599.3,2000,7074.998725
446.45,2000,7083.975363
-6634.85,2000,7100.045066
430.15,2000,7109.117888
-7074.35,2000,7113.243837
2431.75,2000,7122.31659
-6771.9,2000,7131.397484
1398.75,2000,7147.845565
-5235.9,2000,7156.961175
2626.45,2000,7165.870012
